"ID","site","Uplot","surv0","surv1","surv2","surv3","surv4","surv_end15","start","size1","size2","size3","size4","size1_ln","size2_ln","size3_ln","size4_ln","pFlower2014","fec2014","pFlower2015","fec2015"
"tran_808","MOSBY","MOSBYP03",1,1,0,NA,NA,NA,NA,4,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,NA,NA
"tran_811","MOSBY","MOSBYP03",1,1,1,1,1,1,NA,39,53,5,7,3.68887945411394,3.98898404656427,1.79175946922805,2.07944154167984,0,NA,0,NA
"tran_809","MOSBY","MOSBYP03",1,1,0,NA,NA,NA,NA,6,NA,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,NA,NA
"tran_817","MOSBY","MOSBYP03",1,1,1,0,NA,0,NA,7,10,NA,NA,2.07944154167984,2.39789527279837,NA,NA,0,NA,NA,NA
"tran_812","MOSBY","MOSBYP03",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_816","MOSBY","MOSBYP03",1,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.405465108108164,NA,NA,NA,NA,NA,NA,NA
"tran_803","MOSBY","MOSBYP04",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_797","MOSBY","MOSBYP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_805","MOSBY","MOSBYP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_806","MOSBY","MOSBYP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_802","MOSBY","MOSBYP04",1,1,1,0,NA,0,NA,63,48,NA,NA,4.15888308335967,3.89182029811063,NA,NA,1,1,NA,NA
"tran_799","MOSBY","MOSBYP04",1,1,1,0,NA,0,NA,20,4,NA,NA,3.04452243772342,1.6094379124341,NA,NA,0,NA,NA,NA
"tran_800","MOSBY","MOSBYP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_801","MOSBY","MOSBYP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_804","MOSBY","MOSBYP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_798","MOSBY","MOSBYP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_794","MOSBY","MOSBYP05",1,1,0,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_789","MOSBY","MOSBYP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_788","MOSBY","MOSBYP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_790","MOSBY","MOSBYP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_796","MOSBY","MOSBYP05",1,1,1,1,1,1,NA,66,67,7,56,4.20469261939097,4.21950770517611,2.07944154167984,4.04305126783455,1,3,1,3
"tran_791","MOSBY","MOSBYP05",1,1,1,1,1,1,NA,9,7,8,45,2.30258509299405,2.07944154167984,2.19722457733622,3.8286413964891,0,NA,0,NA
"tran_792","MOSBY","MOSBYP05",1,1,1,1,1,1,NA,95,87,25,139,4.56434819146784,4.47733681447821,3.25809653802148,4.9416424226093,1,5,0,NA
"tran_793","MOSBY","MOSBYP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_795","MOSBY","MOSBYP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_785","MOSBY","MOSBYP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_786","MOSBY","MOSBYP05",1,1,1,0,NA,0,NA,34,34,NA,NA,3.55534806148941,3.55534806148941,NA,NA,0,NA,NA,NA
"tran_787","MOSBY","MOSBYP05",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_685","MOSBY","MOSBYP06",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_692","MOSBY","MOSBYP06",1,1,1,0,NA,0,NA,6,12,NA,NA,1.94591014905531,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_689","MOSBY","MOSBYP06",1,1,1,1,1,1,NA,5,7,8,41,1.79175946922805,2.07944154167984,2.19722457733622,3.73766961828337,0,NA,0,NA
"tran_691","MOSBY","MOSBYP06",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_693","MOSBY","MOSBYP06",1,1,1,1,1,1,NA,62,49,21,22,4.14313472639153,3.91202300542815,3.09104245335832,3.13549421592915,0,NA,0,NA
"tran_686","MOSBY","MOSBYP06",1,1,0,NA,NA,NA,NA,10,NA,NA,NA,2.39789527279837,NA,NA,NA,NA,NA,NA,NA
"tran_690","MOSBY","MOSBYP06",1,1,1,0,NA,0,NA,38,42,NA,NA,3.66356164612965,3.76120011569356,NA,NA,0,NA,NA,NA
"tran_694","MOSBY","MOSBYP06",1,1,1,1,1,1,NA,154,138,11,83,5.04342511691925,4.93447393313069,2.484906649788,4.43081679884331,1,2,1,19
"tran_688","MOSBY","MOSBYP06",0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA
"tran_687","MOSBY","MOSBYP06",1,1,1,1,1,1,NA,58,78,173,475,4.07753744390572,4.36944785246702,5.15905529921453,6.16541785423142,1,3,1,42
"tran_683","MOSBY","MOSBYP06",1,1,1,0,NA,0,NA,13,12,NA,NA,2.63905732961526,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_699","MOSBY","MOSBYP07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_703","MOSBY","MOSBYP07",1,1,1,0,NA,0,NA,67,73,NA,NA,4.21950770517611,4.30406509320417,NA,NA,0,NA,NA,NA
"tran_697","MOSBY","MOSBYP07",1,1,0,NA,NA,NA,NA,35,NA,NA,NA,3.58351893845611,NA,NA,NA,NA,NA,NA,NA
"tran_700","MOSBY","MOSBYP07",1,1,1,1,1,1,NA,158,115,98,352,5.06890420222023,4.75359019110636,4.59511985013459,5.8664680569333,0,NA,1,12
"tran_701","MOSBY","MOSBYP07",1,1,0,NA,NA,NA,NA,2,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA
"tran_704","MOSBY","MOSBYP07",1,1,1,0,NA,0,NA,11,18,NA,NA,2.484906649788,2.94443897916644,NA,NA,0,NA,NA,NA
"tran_695","MOSBY","MOSBYP07",1,1,0,NA,NA,NA,NA,1,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA
"tran_702","MOSBY","MOSBYP07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_705","MOSBY","MOSBYP07",1,1,1,0,NA,0,NA,13,13,NA,NA,2.63905732961526,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_696","MOSBY","MOSBYP07",1,1,0,NA,NA,NA,NA,1,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA
"tran_698","MOSBY","MOSBYP07",1,1,0,NA,NA,NA,NA,31,NA,NA,NA,3.46573590279973,NA,NA,NA,NA,NA,NA,NA
"tran_714","MOSBY","MOSBYP08",1,1,0,NA,NA,NA,NA,15,NA,NA,NA,2.77258872223978,NA,NA,NA,NA,NA,NA,NA
"tran_706","MOSBY","MOSBYP08",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_708","MOSBY","MOSBYP08",1,1,0,NA,NA,NA,NA,85,NA,NA,NA,4.45434729625351,NA,NA,NA,NA,NA,NA,NA
"tran_715","MOSBY","MOSBYP08",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_716","MOSBY","MOSBYP08",1,1,0,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_709","MOSBY","MOSBYP08",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_710","MOSBY","MOSBYP08",1,1,1,0,NA,0,NA,18,20,NA,NA,2.94443897916644,3.04452243772342,NA,NA,0,NA,NA,NA
"tran_712","MOSBY","MOSBYP08",1,1,1,0,NA,0,NA,8,13,NA,NA,2.19722457733622,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_711","MOSBY","MOSBYP08",1,1,0,NA,NA,NA,NA,1,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA
"tran_713","MOSBY","MOSBYP08",1,1,1,0,NA,0,NA,34,47,NA,NA,3.55534806148941,3.87120101090789,NA,NA,0,NA,NA,NA
"tran_707","MOSBY","MOSBYP08",1,1,1,0,NA,0,NA,16,22,NA,NA,2.83321334405622,3.13549421592915,NA,NA,0,NA,NA,NA
"tran_731","MOSBY","MOSBYP09",1,1,0,NA,NA,NA,NA,51,NA,NA,NA,3.95124371858143,NA,NA,NA,NA,NA,NA,NA
"tran_737","MOSBY","MOSBYP09",1,1,1,0,NA,0,NA,16,20,NA,NA,2.83321334405622,3.04452243772342,NA,NA,1,2,NA,NA
"tran_730","MOSBY","MOSBYP09",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_732","MOSBY","MOSBYP09",1,1,1,0,NA,0,NA,10,15,NA,NA,2.39789527279837,2.77258872223978,NA,NA,0,NA,NA,NA
"tran_729","MOSBY","MOSBYP09",1,1,1,0,NA,0,NA,177,163,NA,NA,5.18178355029209,5.0998664278242,NA,NA,0,NA,NA,NA
"tran_734","MOSBY","MOSBYP09",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_735","MOSBY","MOSBYP09",1,1,1,0,NA,0,NA,5,10,NA,NA,1.79175946922805,2.39789527279837,NA,NA,0,NA,NA,NA
"tran_733","MOSBY","MOSBYP09",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_736","MOSBY","MOSBYP09",1,1,1,0,NA,0,NA,50,73,NA,NA,3.93182563272433,4.30406509320417,NA,NA,0,NA,NA,NA
"tran_719","MOSBY","MOSBYP10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_722","MOSBY","MOSBYP10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_720","MOSBY","MOSBYP10",1,1,1,0,NA,0,NA,1,6,NA,NA,0.693147180559945,1.94591014905531,NA,NA,0,NA,NA,NA
"tran_726","MOSBY","MOSBYP10",1,1,1,0,NA,0,NA,74,114,NA,NA,4.31748811353631,4.74493212836325,NA,NA,1,1,NA,NA
"tran_721","MOSBY","MOSBYP10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_725","MOSBY","MOSBYP10",0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_723","MOSBY","MOSBYP10",1,1,1,0,NA,0,NA,6,6,NA,NA,1.94591014905531,1.94591014905531,NA,NA,0,NA,NA,NA
"tran_718","MOSBY","MOSBYP10",1,1,1,1,1,1,NA,46,50,13,46,3.85014760171006,3.93182563272433,2.63905732961526,3.85014760171006,1,8,1,4
"tran_724","MOSBY","MOSBYP10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_781","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,8,21,NA,NA,2.19722457733622,3.09104245335832,NA,NA,1,1,NA,NA
"tran_783","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,6,9,NA,NA,1.94591014905531,2.30258509299405,NA,NA,0,NA,NA,NA
"tran_779","MOSBY","MOSBYP11",1,1,1,1,1,1,NA,84,86,16,74,4.44265125649032,4.46590811865458,2.83321334405622,4.31748811353631,1,6,0,NA
"tran_776","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,18,26,NA,NA,2.94443897916644,3.29583686600433,NA,NA,0,NA,NA,NA
"tran_784","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,4,7,NA,NA,1.6094379124341,2.07944154167984,NA,NA,0,NA,NA,NA
"tran_778","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,58,57,NA,NA,4.07753744390572,4.06044301054642,NA,NA,1,1,NA,NA
"tran_782","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,6,10,NA,NA,1.94591014905531,2.39789527279837,NA,NA,0,NA,NA,NA
"tran_775","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,11,13,NA,NA,2.484906649788,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_774","MOSBY","MOSBYP11",1,1,1,0,NA,0,NA,30,30,NA,NA,3.43398720448515,3.43398720448515,NA,NA,0,NA,NA,NA
"tran_773","MOSBY","MOSBYP11",1,1,1,1,1,1,NA,41,37,7,21,3.73766961828337,3.63758615972639,2.07944154167984,3.09104245335832,0,NA,0,NA
"tran_777","MOSBY","MOSBYP11",1,1,1,1,1,1,NA,22,28,20,49,3.13549421592915,3.36729582998647,3.04452243772342,3.91202300542815,0,NA,0,NA
"tran_766","MOSBY","MOSBYP12",1,1,1,0,NA,0,NA,10,13,NA,NA,2.39789527279837,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_764","MOSBY","MOSBYP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_765","MOSBY","MOSBYP12",1,1,1,0,NA,0,NA,6,14,NA,NA,1.94591014905531,2.70805020110221,NA,NA,0,NA,NA,NA
"tran_769","MOSBY","MOSBYP12",1,1,1,0,NA,0,NA,9,12,NA,NA,2.30258509299405,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_763","MOSBY","MOSBYP12",1,1,1,0,NA,0,NA,26,42,NA,NA,3.29583686600433,3.76120011569356,NA,NA,0,NA,NA,NA
"tran_768","MOSBY","MOSBYP12",1,1,1,0,NA,0,NA,160,190,NA,NA,5.08140436498446,5.25227342804663,NA,NA,1,21,NA,NA
"tran_771","MOSBY","MOSBYP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_770","MOSBY","MOSBYP12",1,1,1,0,NA,0,NA,11,12,NA,NA,2.484906649788,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_762","MOSBY","MOSBYP12",1,1,1,0,NA,0,NA,43,66,NA,NA,3.78418963391826,4.20469261939097,NA,NA,1,1,NA,NA
"tran_767","MOSBY","MOSBYP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_753","MOSBY","MOSBYP13",1,1,0,NA,NA,NA,NA,1,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA
"tran_758","MOSBY","MOSBYP13",1,1,1,1,1,1,NA,5,9,4,10,1.79175946922805,2.30258509299405,1.6094379124341,2.39789527279837,1,2,0,NA
"tran_756","MOSBY","MOSBYP13",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_754","MOSBY","MOSBYP13",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_757","MOSBY","MOSBYP13",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_761","MOSBY","MOSBYP13",1,1,1,1,1,1,NA,119,129,22,133,4.78749174278205,4.86753445045558,3.13549421592915,4.89783979995091,1,12,1,2
"tran_751","MOSBY","MOSBYP13",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_752","MOSBY","MOSBYP13",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_760","MOSBY","MOSBYP13",1,1,1,1,1,1,NA,45,66,41,153,3.8286413964891,4.20469261939097,3.73766961828337,5.03695260241363,1,3,1,3
"tran_755","MOSBY","MOSBYP13",1,1,1,1,1,1,NA,6,15,12,71,1.94591014905531,2.77258872223978,2.56494935746154,4.27666611901606,0,NA,1,4
"tran_759","MOSBY","MOSBYP13",1,1,1,1,1,1,NA,17,38,23,103,2.89037175789616,3.66356164612965,3.17805383034795,4.64439089914137,1,7,1,7
"tran_741","MOSBY","MOSBYP14",1,1,0,NA,NA,NA,NA,6,NA,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,NA,NA
"tran_739","MOSBY","MOSBYP14",1,1,0,NA,NA,NA,NA,6,NA,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,NA,NA
"tran_742","MOSBY","MOSBYP14",1,1,0,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_744","MOSBY","MOSBYP14",1,1,1,1,1,1,NA,23,14,7,38,3.17805383034795,2.70805020110221,2.07944154167984,3.66356164612965,0,NA,0,NA
"tran_745","MOSBY","MOSBYP14",1,1,1,0,NA,0,NA,34,29,NA,NA,3.55534806148941,3.40119738166216,NA,NA,0,NA,NA,NA
"tran_740","MOSBY","MOSBYP14",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_738","MOSBY","MOSBYP14",1,1,0,NA,NA,NA,NA,1,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA
"tran_747","MOSBY","MOSBYP14",1,1,1,1,1,1,NA,17,25,28,93,2.89037175789616,3.25809653802148,3.36729582998647,4.54329478227,0,NA,0,NA
"tran_748","MOSBY","MOSBYP14",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_743","MOSBY","MOSBYP14",1,1,1,1,1,1,NA,2,5,6,24,1.09861228866811,1.79175946922805,1.94591014905531,3.2188758248682,0,NA,0,NA
"tran_746","MOSBY","MOSBYP14",1,1,1,1,1,1,NA,39,65,52,237,3.68887945411394,4.18965474202643,3.97029191355212,5.47227067367148,1,1,0,NA
"tran_975","ROCK","ROCKP01",1,1,0,NA,NA,NA,NA,5,NA,NA,NA,1.79175946922805,NA,NA,NA,NA,NA,NA,NA
"tran_979","ROCK","ROCKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_978","ROCK","ROCKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_982","ROCK","ROCKP01",1,1,1,0,NA,0,NA,68,68,NA,NA,4.23410650459726,4.23410650459726,NA,NA,0,NA,NA,NA
"tran_976","ROCK","ROCKP01",1,1,0,NA,NA,NA,NA,6,NA,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,NA,NA
"tran_980","ROCK","ROCKP01",1,1,1,1,1,1,NA,81,96,4,22,4.40671924726425,4.57471097850338,1.6094379124341,3.13549421592915,1,5,0,NA
"tran_981","ROCK","ROCKP01",1,1,1,1,1,1,NA,67,104,17,136,4.21950770517611,4.65396035015752,2.89037175789616,4.91998092582813,1,1,1,11
"tran_983","ROCK","ROCKP01",1,1,1,0,NA,0,NA,48,43,NA,NA,3.89182029811063,3.78418963391826,NA,NA,0,NA,NA,NA
"tran_977","ROCK","ROCKP01",1,1,1,0,NA,0,NA,37,48,NA,NA,3.63758615972639,3.89182029811063,NA,NA,0,NA,NA,NA
"tran_965","ROCK","ROCKP02",1,1,1,0,NA,0,NA,58,69,NA,NA,4.07753744390572,4.24849524204936,NA,NA,0,NA,NA,NA
"tran_966","ROCK","ROCKP02",1,1,1,1,1,1,NA,19,20,6,17,2.99573227355399,3.04452243772342,1.94591014905531,2.89037175789616,0,NA,0,NA
"tran_968","ROCK","ROCKP02",1,1,1,1,1,1,NA,43,59,28,40,3.78418963391826,4.0943445622221,3.36729582998647,3.71357206670431,0,NA,0,NA
"tran_969","ROCK","ROCKP02",1,1,0,NA,NA,NA,NA,4,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,NA,NA
"tran_973","ROCK","ROCKP02",1,1,1,1,1,1,NA,72,111,18,18,4.29045944114839,4.71849887129509,2.94443897916644,2.94443897916644,1,3,0,NA
"tran_967","ROCK","ROCKP02",1,1,1,1,1,1,NA,50,68,6,12,3.93182563272433,4.23410650459726,1.94591014905531,2.56494935746154,0,NA,0,NA
"tran_964","ROCK","ROCKP02",1,1,1,0,NA,0,NA,6,4,NA,NA,1.94591014905531,1.6094379124341,NA,NA,0,NA,NA,NA
"tran_972","ROCK","ROCKP02",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_970","ROCK","ROCKP02",1,1,1,0,NA,0,NA,45,41,NA,NA,3.8286413964891,3.73766961828337,NA,NA,0,NA,NA,NA
"tran_971","ROCK","ROCKP02",1,1,1,0,NA,0,NA,37,40,NA,NA,3.63758615972639,3.71357206670431,NA,NA,0,NA,NA,NA
"tran_987","ROCK","ROCKP03",1,1,1,0,NA,0,NA,18,18,NA,NA,2.94443897916644,2.94443897916644,NA,NA,0,NA,NA,NA
"tran_988","ROCK","ROCKP03",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_990","ROCK","ROCKP03",1,1,1,0,NA,0,NA,77,135,NA,NA,4.35670882668959,4.91265488573605,NA,NA,1,4,NA,NA
"tran_991","ROCK","ROCKP03",1,1,1,1,1,1,NA,89,148,15,32,4.49980967033027,5.00394630594546,2.77258872223978,3.49650756146648,1,4,1,3
"tran_989","ROCK","ROCKP03",1,1,1,0,NA,0,NA,24,38,NA,NA,3.2188758248682,3.66356164612965,NA,NA,1,2,NA,NA
"tran_993","ROCK","ROCKP03",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_994","ROCK","ROCKP03",1,1,1,1,1,1,NA,60,89,28,166,4.11087386417331,4.49980967033027,3.36729582998647,5.11799381241676,1,7,1,24
"tran_995","ROCK","ROCKP03",1,1,1,0,NA,0,NA,9,9,NA,NA,2.30258509299405,2.30258509299405,NA,NA,0,NA,NA,NA
"tran_992","ROCK","ROCKP03",1,1,1,0,NA,0,NA,73,68,NA,NA,4.30406509320417,4.23410650459726,NA,NA,1,22,NA,NA
"tran_985","ROCK","ROCKP03",1,1,1,0,NA,0,NA,269,289,NA,NA,5.59842195899838,5.66988092298052,NA,NA,1,13,NA,NA
"tran_986","ROCK","ROCKP03",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_952","ROCK","ROCKP04",1,1,0,NA,NA,NA,NA,7,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,NA,NA
"tran_955","ROCK","ROCKP04",1,1,0,NA,NA,NA,NA,19,NA,NA,NA,2.99573227355399,NA,NA,NA,NA,NA,NA,NA
"tran_960","ROCK","ROCKP04",1,1,1,1,1,1,NA,8,22,11,30,2.19722457733622,3.13549421592915,2.484906649788,3.43398720448515,0,NA,0,NA
"tran_962","ROCK","ROCKP04",1,1,1,1,1,1,NA,11,23,12,16,2.484906649788,3.17805383034795,2.56494935746154,2.83321334405622,0,NA,0,NA
"tran_956","ROCK","ROCKP04",1,1,1,1,1,1,NA,48,64,7,16,3.89182029811063,4.17438726989564,2.07944154167984,2.83321334405622,0,NA,0,NA
"tran_959","ROCK","ROCKP04",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_961","ROCK","ROCKP04",1,1,1,1,1,1,NA,82,81,13,34,4.4188406077966,4.40671924726425,2.63905732961526,3.55534806148941,1,2,0,NA
"tran_953","ROCK","ROCKP04",1,1,1,1,1,1,NA,8,34,15,25,2.19722457733622,3.55534806148941,2.77258872223978,3.25809653802148,0,NA,0,NA
"tran_958","ROCK","ROCKP04",1,1,0,NA,NA,NA,NA,10,NA,10,12,2.39789527279837,NA,2.39789527279837,2.56494935746154,NA,NA,NA,NA
"tran_957","ROCK","ROCKP04",1,1,1,1,1,1,NA,58,90,21,21,4.07753744390572,4.51085950651685,3.09104245335832,3.09104245335832,1,2,0,NA
"tran_1003","ROCK","ROCKP05",1,1,1,0,NA,0,NA,57,69,NA,NA,4.06044301054642,4.24849524204936,NA,NA,1,1,NA,NA
"tran_1001","ROCK","ROCKP05",1,1,0,NA,NA,NA,NA,2,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA
"tran_998","ROCK","ROCKP05",1,1,1,0,NA,0,NA,11,14,NA,NA,2.484906649788,2.70805020110221,NA,NA,0,NA,NA,NA
"tran_999","ROCK","ROCKP05",1,1,1,0,NA,0,NA,57,86,NA,NA,4.06044301054642,4.46590811865458,NA,NA,0,NA,NA,NA
"tran_1002","ROCK","ROCKP05",1,1,1,0,NA,0,NA,20,31,NA,NA,3.04452243772342,3.46573590279973,NA,NA,0,NA,NA,NA
"tran_1000","ROCK","ROCKP05",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_997","ROCK","ROCKP05",1,1,1,0,NA,0,NA,16,16,NA,NA,2.83321334405622,2.83321334405622,NA,NA,0,NA,NA,NA
"tran_1004","ROCK","ROCKP05",1,1,1,0,NA,0,NA,29,66,NA,NA,3.40119738166216,4.20469261939097,NA,NA,0,NA,NA,NA
"tran_1005","ROCK","ROCKP05",1,1,1,0,NA,0,NA,35,74,NA,NA,3.58351893845611,4.31748811353631,NA,NA,0,NA,NA,NA
"tran_1019","ROCK","ROCKP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_1028","ROCK","ROCKP06",1,1,1,0,NA,0,NA,142,166,NA,NA,4.96284463025991,5.11799381241676,NA,NA,0,NA,NA,NA
"tran_1022","ROCK","ROCKP06",1,1,1,0,NA,0,NA,17,24,NA,NA,2.89037175789616,3.2188758248682,NA,NA,0,NA,NA,NA
"tran_1021","ROCK","ROCKP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_1023","ROCK","ROCKP06",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_1024","ROCK","ROCKP06",1,1,1,0,NA,0,NA,51,57,NA,NA,3.95124371858143,4.06044301054642,NA,NA,0,NA,NA,NA
