SiteID,ID,Spp,PlotID,Region,Latitude,Longitude,Elevation,Class_10,NewPlot_10,PercFr_10,TotFr_10,TotFl_10,TotNFStLn_10,TotFlStLn_10,TotStLn_10,Class_11,NewPlot_11,PercFr_11,TotFr_11,TotFl_11,TotNFStLn_11,TotFlStLn_11,TotStLn_11,Class_12,NewPlot_12,PercFr_12,TotFr_12,TotFl_12,TotNFStLn_12,TotFlStLn_12,TotStLn_12,Surv1011,Surv1112
Buck Meadows,16449,C,101,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,A,F,0.6,6,10,63,105,168,0,1
Buck Meadows,16450,C,101,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16451,C,102,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,13,NA,13,A,F,2,2,1,NA,85,85,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16452,C,102,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,10,NA,10,J,F,NA,NA,NA,24,NA,24,J,F,NA,NA,NA,34,NA,34,1,1
Buck Meadows,16453,C,102,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,6,NA,6,A,F,0,0,0,14,57,71,A,F,0,0,1,105,71,176,1,1
Buck Meadows,16454,C,102,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16455,C,218,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,J,F,NA,NA,NA,14,NA,14,J,F,NA,NA,NA,45,NA,45,1,1
Buck Meadows,16456,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16457,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16458,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16459,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16460,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16461,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16462,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16463,C,218,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,14,NA,14,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16464,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16465,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16466,C,218,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,6.5,NA,6.5,A,F,1,4,4,30,52,82,A,F,0.5,1,2,NA,29,29,1,1
Buck Meadows,16467,C,103,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16468,C,218,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,7,NA,7,J,F,NA,NA,NA,50,NA,50,J,F,NA,NA,NA,95,NA,95,1,1
Buck Meadows,16469,C,104,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,14.5,NA,14.5,J,F,NA,NA,NA,62,NA,62,J,F,NA,NA,NA,32,NA,32,1,1
Buck Meadows,16470,C,105,C2,37.77722,-120.06331,830,A,F,NA,NA,4,NA,54,54,J,F,NA,NA,NA,28,NA,28,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16471,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16472,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16473,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,9,NA,9,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16474,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16475,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16476,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,6,NA,6,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16477,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16478,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16479,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,J,F,NA,NA,NA,19,NA,19,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16480,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16481,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,3,NA,3,J,F,NA,NA,NA,9,NA,9,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16482,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16483,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,8,NA,8,J,F,NA,NA,NA,33,NA,33,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16484,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16485,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,13,NA,13,J,F,NA,NA,NA,27,NA,27,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16486,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Buck Meadows,16487,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,18,NA,18,J,F,NA,NA,NA,14,NA,14,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,16488,C,106,C2,37.77722,-120.06331,830,J,F,NA,NA,NA,80,NA,80,J,F,NA,NA,NA,128,NA,128,D,F,NA,NA,NA,NA,NA,NA,1,0
Buck Meadows,54954,C,107,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,36.5,NA,36.5,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
Buck Meadows,54955,C,211,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,20,NA,20,?,F,NA,NA,NA,NA,NA,NA,NA,NA
Buck Meadows,54956,C,211,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,9,NA,9,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,54957,C,211,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,54958,C,211,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,21,NA,21,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,54959,C,211,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,A,F,0.4375,7,16,NA,138,138,NA,1
Buck Meadows,54960,C,211,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,50,NA,50,J,F,NA,NA,NA,46,NA,46,NA,1
Buck Meadows,54961,C,211,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,6,NA,6,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55367,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,22,NA,22,A,F,0,0,2,32,37,69,NA,1
Buck Meadows,55368,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55369,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,J,F,NA,NA,NA,49,NA,49,NA,1
Buck Meadows,55370,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55371,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55372,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,11,NA,11,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55373,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55374,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55375,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55376,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,6,NA,6,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55377,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,10,NA,10,J,F,NA,NA,NA,22,NA,22,NA,1
Buck Meadows,55378,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55379,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55380,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55381,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,J,F,NA,NA,NA,25,NA,25,NA,1
Buck Meadows,55382,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,12.5,NA,12.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55383,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55384,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,6.5,NA,6.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55385,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,10,NA,10,J,F,NA,NA,NA,46,NA,46,NA,1
Buck Meadows,55386,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55387,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55388,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,A,F,0.527027027,78,148,6,243,249,NA,1
Buck Meadows,55389,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55390,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55391,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,J,F,NA,NA,NA,13,NA,13,NA,1
Buck Meadows,55392,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,20,NA,20,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55393,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55394,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55395,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55396,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55397,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55398,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55399,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5.5,NA,5.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55400,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55401,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55402,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,8,NA,8,A,F,0.736842105,14,19,NA,153,153,NA,1
Buck Meadows,55403,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55404,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55405,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55406,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55407,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55408,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55409,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55410,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55411,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55412,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,6.5,NA,6.5,A,F,1,2,2,NA,32,32,NA,1
Buck Meadows,55413,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,9,NA,9,J,F,NA,NA,NA,33,NA,33,NA,1
Buck Meadows,55414,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55415,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55416,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55417,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55418,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55419,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55420,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55421,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7.5,NA,7.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55422,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55423,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,1,NA,1,J,F,NA,NA,NA,6,NA,6,NA,1
Buck Meadows,55424,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,J,F,NA,NA,NA,15,NA,15,NA,1
Buck Meadows,55425,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7.5,NA,7.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55426,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,27,NA,27,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55427,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,J,F,NA,NA,NA,26,NA,26,NA,1
Buck Meadows,55428,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55429,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55430,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55431,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55432,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,8,NA,8,A,F,0.55,44,80,NA,251,251,NA,1
Buck Meadows,55522,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55523,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55524,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55525,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,14.5,NA,14.5,A,F,0.888888889,8,9,NA,96,96,NA,1
Buck Meadows,55526,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55527,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55528,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,6,NA,6,J,F,NA,NA,NA,22,NA,22,NA,1
Buck Meadows,55529,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,A,F,0,0,1,14,25,39,J,F,NA,NA,NA,56,NA,56,NA,1
Buck Meadows,55530,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55531,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55532,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,12.5,NA,12.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55533,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55534,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,17,NA,17,J,F,NA,NA,NA,40,NA,40,NA,1
Buck Meadows,55535,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55536,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,4,NA,4,J,F,NA,NA,NA,13,NA,13,NA,1
Buck Meadows,55537,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55538,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55539,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55540,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55541,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55542,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,19,NA,19,NA,1
Buck Meadows,55543,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,22,NA,22,D,F,NA,NA,NA,NA,NA,NA,NA,0
Buck Meadows,55544,C,218,C2,37.77722,-120.06331,830,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,J,F,NA,NA,NA,27,NA,27,NA,1
