SiteID,ID,Spp,PlotID,Region,Latitude,Longitude,Elevation,Class_10,NewPlot_10,PercFr_10,TotFr_10,TotFl_10,TotNFStLn_10,TotFlStLn_10,TotStLn_10,Class_11,NewPlot_11,PercFr_11,TotFr_11,TotFl_11,TotNFStLn_11,TotFlStLn_11,TotStLn_11,Class_12,NewPlot_12,PercFr_12,TotFr_12,TotFl_12,TotNFStLn_12,TotFlStLn_12,TotStLn_12,Surv1011,Surv1112
Little Jameson Creek,57419,C,252,C3,39.74298,-120.70401,1592,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,19,NA,19,NA,NA
Little Jameson Creek,57420,C,252,C3,39.74298,-120.70401,1592,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,210.6,NA,210.6,NA,NA
Little Jameson Creek,57421,C,252,C3,39.74298,-120.70401,1592,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.909090909,60,66,43,105,148,NA,NA
Little Jameson Creek,57422,C,252,C3,39.74298,-120.70401,1592,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,70,NA,70,NA,NA
Little Jameson Creek,57423,C,252,C3,39.74298,-120.70401,1592,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,31,NA,31,NA,NA
Little Jameson Creek,57424,C,252,C3,39.74298,-120.70401,1592,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,6,NA,6,NA,NA
Little Jameson Creek,57425,C,252,C3,39.74298,-120.70401,1592,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,2,2,26,26,52,NA,NA
Little North Fork Middle Fork,13868,C,97,C3,39.71209,-121.27485,510,A,T,0.523809524,26.4,50.4,270,849.6,1119.6,A,F,0.578125,170.2,294.4,245,2525.4,2770.4,A,F,0.333333333,33,99,1196.8,972.4,2169.2,1,1
Little North Fork Middle Fork,13869,C,97,C3,39.71209,-121.27485,510,A,T,0.361111111,15.6,43.2,120,250.8,370.8,J,F,NA,NA,NA,49,NA,49,A,F,0.62244898,589.6666667,947.3333333,700.8,3021.8,3722.6,1,1
Little North Fork Middle Fork,13870,C,97,C3,39.71209,-121.27485,510,A,T,1,3,3,352.8,123,475.8,J,F,NA,NA,NA,57,NA,57,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,13871,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,74,NA,74,A,F,1,4,4,7,25,32,J,F,NA,NA,NA,17,NA,17,1,1
Little North Fork Middle Fork,13872,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,39,NA,39,J,F,NA,NA,NA,27,NA,27,A,F,0.888888889,8,9,NA,73,73,1,1
Little North Fork Middle Fork,13873,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13874,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,5,NA,5,J,F,NA,NA,NA,9,NA,9,J,F,NA,NA,NA,34,NA,34,1,1
Little North Fork Middle Fork,13875,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,J,F,NA,NA,NA,8,NA,8,J,F,NA,NA,NA,22,NA,22,1,1
Little North Fork Middle Fork,13876,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13877,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13878,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13879,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13880,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2.5,NA,2.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13881,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13882,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,J,F,NA,NA,NA,8,NA,8,A,F,1,2,2,8,20,28,1,1
Little North Fork Middle Fork,13883,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,29,NA,29,J,F,NA,NA,NA,43,NA,43,J,F,NA,NA,NA,49,NA,49,1,1
Little North Fork Middle Fork,13884,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13885,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,5,NA,5,J,F,NA,NA,NA,9.5,NA,9.5,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,13886,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,11.5,NA,11.5,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,13887,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13888,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13889,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13890,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13891,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,23.5,NA,23.5,J,F,NA,NA,NA,46,NA,46,J,F,NA,NA,NA,20,NA,20,1,1
Little North Fork Middle Fork,13892,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,129.6,NA,129.6,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13893,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13894,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13895,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13896,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13897,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13898,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13899,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13900,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13901,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13902,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13903,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13904,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13905,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13906,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13907,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13908,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,2,NA,2,J,F,NA,NA,NA,15,NA,15,1,1
Little North Fork Middle Fork,13909,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,187.2,NA,187.2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13910,C,74,C3,39.71209,-121.27485,510,A,T,0,0,1,189.6,32,221.6,J,F,NA,NA,NA,191.4,NA,191.4,A,F,0.25,1,4,122.4,90,212.4,1,1
Little North Fork Middle Fork,13911,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13912,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13913,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13914,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13915,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13916,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13917,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13918,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13919,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13920,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13921,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,13922,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14756,C,73,C3,39.71209,-121.27485,510,A,T,0.944444444,17,18,88,179,267,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14757,C,73,C3,39.71209,-121.27485,510,A,T,0.9,12.6,14,27,390.6,417.6,A,F,0,0,10,683.2,499.2,1182.4,A,F,0.449152542,335.6666667,747.3333333,675.4,1497.2,2172.6,1,1
Little North Fork Middle Fork,14758,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14759,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,117,NA,117,NA,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,NA,NA
Little North Fork Middle Fork,14760,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,20,NA,20,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14761,C,73,C3,39.71209,-121.27485,510,A,T,0.75,6,8,NA,36,36,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14762,C,73,C3,39.71209,-121.27485,510,A,T,0.333333333,1,3,0.5,25,25.5,A,F,0,0,2,30,44,74,A,F,1,1,1,NA,16,16,1,1
Little North Fork Middle Fork,14763,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,18,NA,18,NA,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,NA,NA
Little North Fork Middle Fork,14764,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,14.5,NA,14.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14765,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,3.5,NA,3.5,J,F,NA,NA,NA,20,NA,20,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14766,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14767,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14768,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14769,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14770,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14771,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,34,NA,34,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14772,C,73,C3,39.71209,-121.27485,510,A,T,0,0,1,40.5,24,64.5,A,F,0.1875,3,16,8,60,68,A,F,0.744680851,35,47,28,116,144,1,1
Little North Fork Middle Fork,14773,C,73,C3,39.71209,-121.27485,510,A,T,0.727272727,16,22,6,286,292,J,F,NA,NA,NA,44,NA,44,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14774,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14775,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14776,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,65,NA,65,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14777,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,6,NA,6,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14778,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,55,NA,55,J,F,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14779,C,73,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,30,NA,30,J,F,NA,NA,NA,25,NA,25,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14780,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14781,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14782,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14783,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,6,NA,6,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14784,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,15,NA,15,J,F,NA,NA,NA,26,NA,26,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14785,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14786,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14787,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14788,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14789,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14790,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,J,F,NA,NA,NA,10.5,NA,10.5,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14791,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,13,NA,13,J,F,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14792,C,74,C3,39.71209,-121.27485,510,A,T,1,3,3,4.5,42,46.5,J,F,NA,NA,NA,34,NA,34,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14793,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1.5,NA,1.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14794,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14795,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,20.5,NA,20.5,A,F,0,0,1,0.5,22,22.5,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14796,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14797,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14798,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1.5,NA,1.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14799,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14800,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,17.5,NA,17.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14801,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14802,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14803,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14804,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,J,F,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,17,NA,17,1,1
Little North Fork Middle Fork,14805,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14806,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,39,NA,39,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14807,C,74,C3,39.71209,-121.27485,510,A,T,0,0,1,35,8,43,J,F,NA,NA,NA,133,NA,133,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14808,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,24,NA,24,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14809,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,3.5,NA,3.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14810,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14811,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14812,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14813,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14814,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14815,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14816,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14817,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14818,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14819,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,J,F,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,1,0
Little North Fork Middle Fork,14820,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,6.5,NA,6.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Little North Fork Middle Fork,14821,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,10,NA,10,J,F,NA,NA,NA,12.5,NA,12.5,J,F,NA,NA,NA,5,NA,5,1,1
Little North Fork Middle Fork,14822,C,74,C3,39.71209,-121.27485,510,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
